,neutral,rank_x,weighted_points_x,rank_y,weighted_points_y,weighted_diff,rank_diff,label
43,0,21.0,652.2825,96.5,289.525,362.75750000000005,-75.5,1
44,0,97.25,263.4975,96.5,289.525,-26.027499999999975,0.75,0
45,0,121.25,207.2525,96.5,289.525,-82.27249999999998,24.75,1
46,0,109.75,193.8975,38.25,530.925,-337.0274999999999,71.5,0
47,0,3.0,870.4025,38.25,530.925,339.4775000000001,-35.25,1
48,0,109.75,193.8975,134.25,190.4825,3.4150000000000205,-24.5,1
49,0,27.25,577.06,134.25,190.4825,386.5775,-107.0,1
50,0,38.25,530.925,134.25,190.4825,340.4425,-96.0,1
51,0,109.75,193.8975,72.5,301.86,-107.9625,37.25,0
52,0,3.0,870.4025,72.5,301.86,568.5425,-69.5,1
53,0,134.25,190.4825,72.5,301.86,-111.37750000000003,61.75,0
54,0,101.5,282.6375,95.0,311.495,-28.857500000000016,6.5,0
55,0,141.25,151.875,95.0,311.495,-159.62,46.25,0
56,0,101.5,282.6375,45.5,481.97749999999996,-199.33999999999997,56.0,0
57,0,141.25,151.875,45.5,481.97749999999996,-330.10249999999996,95.75,0
58,0,95.0,311.495,45.5,481.97749999999996,-170.48249999999996,49.5,0
59,0,61.5,317.95000000000005,21.5,745.2825,-427.3325,40.0,0
60,0,14.25,745.9375,21.5,745.2825,0.6549999999999727,-7.25,0
61,0,6.75,815.9675,21.5,745.2825,70.68499999999995,-14.75,1
62,0,74.75,385.93499999999995,6.25,792.9975,-407.0625,68.5,0
63,0,41.75,371.8775,6.25,792.9975,-421.11999999999995,35.5,0
64,0,74.75,385.93499999999995,58.25,501.1625,-115.22750000000008,16.5,0
65,0,6.25,792.9975,58.25,501.1625,291.8349999999999,-52.0,1
66,0,78.5,382.0325,124.0,197.9925,184.04000000000002,-45.5,0
67,0,71.5,349.4425,143.0,147.65,201.7925,-71.5,1
68,0,82.5,314.13,143.0,147.65,166.48,-60.5,1
69,0,71.5,349.4425,89.25,323.775,25.667500000000018,-17.75,0
70,0,82.5,314.13,89.25,323.775,-9.644999999999982,-6.75,0
71,0,143.0,147.65,89.25,323.775,-176.12499999999997,53.75,0
72,0,114.75,185.115,6.75,815.9675,-630.8525,108.0,0
73,0,21.5,745.2825,6.75,815.9675,-70.68499999999995,14.75,0
74,0,12.25,805.3025,6.75,815.9675,-10.664999999999964,5.5,1
75,0,114.75,185.115,12.25,805.3025,-620.1875,102.5,0
76,0,161.25,47.30500000000001,155.75,129.8425,-82.5375,5.5,0
77,0,51.5,449.8775,155.75,129.8425,320.03499999999997,-104.25,1
78,0,161.25,47.30500000000001,51.5,449.8775,-402.5725,109.75,0
79,0,155.75,129.8425,51.5,449.8775,-320.03499999999997,104.25,0
80,0,77.0,421.56,131.75,205.1925,216.3675,-54.75,1
81,0,116.0,209.9475,131.75,205.1925,4.7549999999999955,-15.75,0
82,0,180.75,45.75,131.75,205.1925,-159.4425,49.0,0
83,0,77.0,421.56,180.75,45.75,375.81,-103.75,1
84,0,116.0,209.9475,180.75,45.75,164.1975,-64.75,1
85,0,131.75,205.1925,180.75,45.75,159.4425,-49.0,1
86,0,77.0,421.56,116.0,209.9475,211.6125,-39.0,1
87,0,180.75,45.75,116.0,209.9475,-164.1975,64.75,0
88,0,131.75,205.1925,116.0,209.9475,-4.7549999999999955,15.75,0
89,0,120.0,243.87,7.5,914.1274999999999,-670.2574999999999,112.5,0
90,0,24.5,611.6975,7.5,914.1274999999999,-302.42999999999995,17.0,0
91,0,81.0,356.1375,129.0,129.965,226.17249999999999,-48.0,1
92,0,2.0,911.77,129.0,129.965,781.805,-127.0,1
93,0,81.0,356.1375,2.0,911.77,-555.6324999999999,79.0,0
94,0,18.75,697.6,2.0,911.77,-214.16999999999996,16.75,1
95,0,81.0,356.1375,18.75,697.6,-341.46250000000003,62.25,0
96,0,34.25,549.435,18.75,697.6,-148.16500000000008,15.5,1
97,0,204.0,0.0,18.75,697.6,-697.6,185.25,0
98,0,69.5,319.2525,71.25,407.535,-88.28250000000003,-1.75,0
99,0,9.25,815.0600000000001,71.25,407.535,407.52500000000003,-62.0,1
100,0,69.5,319.2525,11.75,731.9225,-412.67,57.75,0
101,0,37.5,586.06,11.75,731.9225,-145.86250000000007,25.75,0
102,0,71.25,407.535,11.75,731.9225,-324.3875,59.5,0
103,0,119.0,201.2825,139.5,179.14749999999998,22.13500000000002,-20.5,0
104,0,97.0,303.49,139.5,179.14749999999998,124.34250000000003,-42.5,1
105,0,119.0,201.2825,97.0,303.49,-102.20750000000001,22.0,0
106,0,139.5,179.14749999999998,97.0,303.49,-124.34250000000003,42.5,0
107,0,100.25,246.41750000000002,156.0,97.665,148.7525,-55.75,1
108,0,80.25,360.2725,156.0,97.665,262.60749999999996,-75.75,1
109,0,134.25,217.98749999999998,156.0,97.665,120.32249999999998,-21.75,1
110,0,134.25,217.98749999999998,156.0,97.665,120.32249999999998,-21.75,1
111,0,100.25,246.41750000000002,134.25,217.98749999999998,28.430000000000035,-34.0,1
112,0,80.25,360.2725,134.25,217.98749999999998,142.285,-54.0,1
113,0,100.25,246.41750000000002,80.25,360.2725,-113.85499999999996,20.0,1
114,0,156.0,97.665,80.25,360.2725,-262.60749999999996,75.75,0
115,0,134.25,217.98749999999998,80.25,360.2725,-142.285,54.0,1
116,0,93.5,322.70750000000004,90.25,334.73,-12.02249999999998,3.25,1
117,0,162.25,96.4175,90.25,334.73,-238.3125,72.0,0
118,0,34.25,549.435,81.0,356.1375,193.29749999999996,-46.75,0
119,0,45.5,481.97749999999996,141.25,151.875,330.10249999999996,-95.75,1
120,0,95.0,311.495,141.25,151.875,159.62,-46.25,1
121,0,45.5,481.97749999999996,101.5,282.6375,199.33999999999997,-56.0,1
122,0,141.25,151.875,101.5,282.6375,-130.7625,39.75,0
123,0,95.0,311.495,101.5,282.6375,28.857500000000016,-6.5,0
124,0,89.25,323.775,82.5,314.13,9.644999999999982,6.75,0
125,0,143.0,147.65,82.5,314.13,-166.48,60.5,0
126,1,89.25,323.775,71.5,349.4425,-25.667500000000018,17.75,1
127,0,82.5,314.13,71.5,349.4425,-35.3125,11.0,1
128,0,143.0,147.65,71.5,349.4425,-201.7925,71.5,0
129,0,24.25,669.855,40.0,393.42499999999995,276.43000000000006,-15.75,0
130,0,24.25,669.855,58.0,414.37,255.485,-33.75,0
131,0,82.75,297.24,58.0,414.37,-117.13,24.75,0
132,0,28.0,498.24,58.0,414.37,83.87,-30.0,0
133,0,17.5,700.6625,133.0,184.9325,515.73,-115.5,1
134,0,75.75,393.86499999999995,133.0,184.9325,208.93249999999995,-57.25,1
135,0,86.5,250.365,126.5,234.76000000000002,15.60499999999999,-40.0,0
136,0,1.0,1072.025,126.5,234.76000000000002,837.2650000000001,-125.5,1
137,0,86.5,250.365,38.25,531.5575,-281.1925,48.25,0
138,0,49.75,481.21000000000004,38.25,531.5575,-50.34749999999997,11.5,0
139,0,41.75,371.8775,38.25,531.5575,-159.68,3.5,0
140,0,121.75,232.4275,72.75,302.07,-69.64249999999998,49.0,1
141,0,14.25,745.9375,72.75,302.07,443.8675,-58.5,1
142,0,155.75,126.83500000000001,9.25,815.0600000000001,-688.225,146.5,0
143,0,27.25,577.06,9.25,815.0600000000001,-238.0000000000001,18.0,0
144,0,11.75,731.9225,9.25,815.0600000000001,-83.13750000000005,2.5,1
145,0,155.75,126.83500000000001,69.5,319.2525,-192.4175,86.25,0
146,0,155.75,126.83500000000001,37.5,586.06,-459.2249999999999,118.25,0
147,0,9.25,815.0600000000001,37.5,586.06,229.0000000000001,-28.25,1
148,0,2.0,911.77,204.0,0.0,911.77,-202.0,1
149,0,129.0,129.965,204.0,0.0,129.965,-75.0,1
150,0,82.75,297.24,24.5,611.6975,-314.4575,58.25,0
151,0,28.0,498.24,24.5,611.6975,-113.45749999999998,3.5,1
152,0,24.25,509.56,105.5,270.44,239.12,-81.25,1
153,0,6.75,815.9675,105.5,270.44,545.5274999999999,-98.75,1
154,0,24.25,509.56,114.75,185.115,324.445,-90.5,1
155,0,105.5,270.44,114.75,185.115,85.32499999999999,-9.25,1
156,0,96.5,289.525,97.25,263.4975,26.027499999999975,-0.75,0
157,0,121.25,207.2525,97.25,263.4975,-56.245000000000005,24.0,0
158,0,96.5,289.525,21.0,652.2825,-362.75750000000005,75.5,1
159,0,97.25,263.4975,21.0,652.2825,-388.785,76.25,0
160,0,121.25,207.2525,21.0,652.2825,-445.03000000000003,100.25,0
161,0,12.5,749.1775,204.0,0.0,749.1775,-191.5,1
162,0,116.0,209.9475,77.0,421.56,-211.6125,39.0,0
163,0,180.75,45.75,77.0,421.56,-375.81,103.75,0
164,0,131.75,205.1925,77.0,421.56,-216.3675,54.75,0
165,0,116.0,209.9475,169.5,99.205,110.74249999999999,-53.5,0
166,0,133.0,184.9325,75.75,393.86499999999995,-208.93249999999995,57.25,0
167,0,133.0,184.9325,17.5,700.6625,-515.73,115.5,0
168,0,75.75,393.86499999999995,17.5,700.6625,-306.79750000000007,58.25,0
169,0,80.25,360.2725,100.25,246.41750000000002,113.85499999999996,-20.0,1
170,0,156.0,97.665,100.25,246.41750000000002,-148.7525,55.75,0
171,0,134.25,217.98749999999998,100.25,246.41750000000002,-28.430000000000035,34.0,0
172,0,27.25,577.06,3.0,870.4025,-293.3425000000001,24.25,0
173,0,27.25,577.06,109.75,193.8975,383.1624999999999,-82.5,1
174,0,118.75,161.625,98.5,255.315,-93.69,20.25,0
175,0,128.5,219.78750000000002,98.5,255.315,-35.527499999999975,30.0,0
176,0,58.25,501.1625,41.75,371.8775,129.28500000000003,16.5,1
177,0,17.5,702.34,41.75,371.8775,330.46250000000003,-24.25,1
178,0,38.25,531.5575,41.75,371.8775,159.68,-3.5,1
179,0,58.25,501.1625,17.5,702.34,-201.1775,40.75,1
180,0,48.25,494.7125,190.5,32.5025,462.21,-142.25,1
181,0,130.0,197.8775,163.25,61.2075,136.67,-33.25,1
182,0,97.75,299.0675,163.25,61.2075,237.85999999999999,-65.5,1
183,0,130.0,197.8775,181.5,71.21000000000001,126.66749999999999,-51.5,1
184,1,130.0,197.8775,86.5,288.38250000000005,-90.50500000000005,43.5,0
185,0,132.75,191.1025,86.5,288.38250000000005,-97.28000000000006,46.25,1
186,0,149.25,126.9625,86.5,288.38250000000005,-161.42000000000004,62.75,0
187,1,135.0,169.745,86.5,288.38250000000005,-118.63750000000005,48.5,0
188,1,130.0,197.8775,108.6,212.006,-14.128500000000003,21.400000000000006,0
189,1,86.5,288.38250000000005,108.6,212.006,76.37650000000005,-22.099999999999994,0
190,0,132.75,191.1025,108.6,212.006,-20.903500000000008,24.150000000000006,0
191,1,141.75,148.825,108.6,212.006,-63.18100000000001,33.150000000000006,0
192,0,136.5,178.685,108.6,212.006,-33.321,27.900000000000006,0
193,0,86.5,288.38250000000005,59.75,400.49,-112.10749999999996,26.75,0
194,0,122.0,244.42,117.5,171.6775,72.74249999999998,4.5,1
195,0,122.0,244.42,197.25,13.46,230.95999999999998,-75.25,1
196,1,118.75,234.54000000000002,197.25,13.46,221.08,-78.5,1
197,0,132.75,191.1025,197.25,13.46,177.64249999999998,-64.5,1
198,1,77.0,379.625,197.25,13.46,366.165,-120.25,1
199,0,118.75,234.54000000000002,188.5,31.925,202.615,-69.75,1
200,1,118.75,234.54000000000002,77.0,379.625,-145.08499999999998,41.75,1
201,0,132.75,191.1025,77.0,379.625,-188.5225,55.75,0
202,1,87.5,277.225,77.0,379.625,-102.39999999999998,10.5,1
203,1,118.75,234.54000000000002,87.5,277.225,-42.685,31.25,0
204,0,132.75,191.1025,87.5,277.225,-86.12250000000003,45.25,0
205,0,84.25,309.565,87.5,277.225,32.339999999999975,-3.25,1
206,1,141.75,148.825,87.5,277.225,-128.40000000000003,54.25,1
207,1,190.25,36.1125,87.5,277.225,-241.1125,102.75,0
208,0,49.75,481.21000000000004,86.5,250.365,230.84500000000003,-36.75,1
209,0,63.0,449.5475,31.75,425.8475,23.69999999999999,31.25,1
210,0,132.75,191.1025,35.25,557.0125,-365.9100000000001,97.5,0
211,0,132.75,191.1025,149.25,126.9625,64.13999999999999,-16.5,0
212,0,132.75,191.1025,118.75,234.54000000000002,-43.43750000000003,14.0,0
213,1,108.6,212.006,118.75,234.54000000000002,-22.53400000000002,-10.150000000000006,0
214,0,114.75,174.7175,118.75,234.54000000000002,-59.82250000000002,-4.0,0
215,0,188.5,31.925,118.75,234.54000000000002,-202.615,69.75,0
216,0,141.75,148.825,114.75,174.7175,-25.892500000000013,27.0,0
217,0,141.75,148.825,154.25,127.60249999999999,21.222499999999997,-12.5,0
218,1,141.75,148.825,190.25,36.1125,112.71249999999999,-48.5,1
219,0,135.0,169.745,190.25,36.1125,133.6325,-55.25,1
220,0,123.25,157.18,59.0,461.5075,-304.3275,64.25,0
221,0,183.5,56.387499999999996,80.25,298.10249999999996,-241.71499999999997,103.25,0
222,0,183.5,56.387499999999996,108.75,237.8025,-181.41500000000002,74.75,0
223,0,77.5,287.60249999999996,135.0,169.745,117.85749999999996,-57.5,1
224,1,108.6,212.006,135.0,169.745,42.260999999999996,-26.400000000000006,0
225,1,190.25,36.1125,135.0,169.745,-133.6325,55.25,0
226,0,160.0,111.045,43.25,439.98249999999996,-328.93749999999994,116.75,0
227,0,160.0,111.045,152.0,144.1175,-33.072500000000005,8.0,1
228,0,95.75,246.5425,51.25,407.11,-160.56750000000002,44.5,1
229,0,97.75,299.0675,93.75,194.9,104.16749999999999,4.0,1
230,0,77.0,379.625,123.75,232.29250000000002,147.33249999999998,-46.75,1
231,0,72.5,301.86,27.25,577.06,-275.19999999999993,45.25,0
232,0,9.25,815.0600000000001,27.25,577.06,238.0000000000001,-18.0,0
233,0,139.5,179.14749999999998,119.0,201.2825,-22.13500000000002,20.5,0
234,0,97.0,303.49,119.0,201.2825,102.20750000000001,-22.0,1
235,0,21.5,745.2825,61.5,317.95000000000005,427.3325,-40.0,1
236,0,54.0,481.4425,61.5,317.95000000000005,163.49249999999995,-7.5,0
237,0,21.5,745.2825,121.75,232.4275,512.855,-100.25,1
238,0,12.25,805.3025,24.25,509.56,295.7425,-12.0,1
239,0,58.0,414.37,82.75,297.24,117.13,-24.75,1
240,0,7.5,914.1274999999999,82.75,297.24,616.8874999999999,-75.25,1
241,0,7.5,914.1274999999999,28.0,498.24,415.88749999999993,-20.5,1
242,0,98.5,255.315,128.5,219.78750000000002,35.527499999999975,-30.0,0
243,0,98.5,255.315,118.75,161.625,93.69,-20.25,1
244,0,128.5,219.78750000000002,118.75,161.625,58.16250000000002,9.75,1
245,0,71.25,407.535,155.75,126.83500000000001,280.70000000000005,-84.5,1
246,0,129.0,129.965,34.25,549.435,-419.4699999999999,94.75,0
247,0,155.75,129.8425,161.25,47.30500000000001,82.5375,-5.5,1
248,0,51.5,449.8775,161.25,47.30500000000001,402.5725,-109.75,1
249,0,124.0,197.9925,78.5,382.0325,-184.04000000000002,45.5,0
250,0,24.5,611.6975,120.0,243.87,367.8275,-95.5,1
251,0,40.0,393.42499999999995,12.5,749.1775,-355.75250000000005,27.5,0
252,0,1.0,1072.025,49.75,481.21000000000004,590.815,-48.75,1
253,0,126.5,234.76000000000002,49.75,481.21000000000004,-246.45000000000002,76.75,0
254,0,17.5,702.34,74.75,385.93499999999995,316.4050000000001,-57.25,1
255,0,10.0,636.355,6.0,796.665,-160.30999999999995,4.0,0
256,0,10.0,636.355,14.0,701.93,-65.57499999999993,-4.0,1
257,0,4.0,897.605,14.0,701.93,195.67500000000007,-10.0,1
258,0,10.0,636.355,102.5,272.475,363.88,-92.5,0
259,0,4.0,897.605,102.5,272.475,625.13,-98.5,1
260,0,41.25,545.1875,102.5,272.475,272.7125,-61.25,1
261,0,6.0,796.665,10.0,636.355,160.30999999999995,-4.0,1
262,0,41.25,545.1875,10.0,636.355,-91.16750000000002,31.25,1
263,0,33.75,618.5250000000001,10.0,636.355,-17.829999999999927,23.75,0
264,1,162.25,88.63749999999999,160.5,103.3775,-14.740000000000009,1.75,0
265,1,162.25,88.63749999999999,193.0,25.265,63.37249999999999,-30.75,1
266,1,160.5,103.3775,193.0,25.265,78.1125,-32.5,1
267,0,38.25,531.5575,1.0,1072.025,-540.4675000000001,37.25,0
268,0,51.25,507.27250000000004,41.25,545.1875,-37.914999999999964,10.0,1
269,0,33.75,618.5250000000001,41.25,545.1875,73.33750000000009,-7.5,0
270,0,51.25,507.27250000000004,34.25,574.81,-67.53749999999991,17.0,1
271,0,14.0,701.93,34.25,574.81,127.12,-20.25,1
272,0,34.25,574.81,25.0,597.0625,-22.252500000000055,9.25,1
273,0,14.0,701.93,25.0,597.0625,104.86749999999995,-11.0,1
274,0,149.25,126.9625,132.75,191.1025,-64.13999999999999,16.5,0
275,0,59.0,461.5075,132.75,191.1025,270.405,-73.75,1
276,0,31.75,425.8475,95.75,246.5425,179.30500000000004,-64.0,1
277,0,135.0,169.745,160.0,111.045,58.7,-25.0,1
278,0,152.0,144.1175,160.0,111.045,33.072500000000005,-8.0,1
279,1,135.0,169.745,130.0,197.8775,-28.132499999999993,5.0,0
280,0,87.5,277.225,130.0,197.8775,79.34750000000003,-42.5,0
281,0,181.5,71.21000000000001,130.0,197.8775,-126.66749999999999,51.5,0
282,0,117.5,171.6775,54.75,386.07,-214.39249999999998,62.75,0
283,0,163.25,61.2075,84.25,309.565,-248.3575,79.0,0
284,0,163.25,61.2075,97.75,299.0675,-237.85999999999999,65.5,0
285,0,59.75,400.49,97.75,299.0675,101.42250000000001,-38.0,1
286,0,123.75,232.29250000000002,66.0,391.7625,-159.46999999999997,57.75,0
287,0,108.75,237.8025,183.5,56.387499999999996,181.41500000000002,-74.75,1
288,0,108.75,237.8025,183.5,56.387499999999996,181.41500000000002,-74.75,1
289,0,43.25,439.98249999999996,77.5,287.60249999999996,152.38,-34.25,0
290,0,51.25,407.11,63.0,449.5475,-42.4375,-11.75,0
291,0,108.6,212.006,32.0,474.295,-262.289,76.6,0
292,0,80.25,298.10249999999996,63.25,378.40999999999997,-80.3075,17.0,0
293,0,35.25,557.0125,123.25,157.18,399.83250000000004,-88.0,1
294,0,190.5,32.5025,43.0,491.5575,-459.055,147.5,0
295,0,102.5,272.475,33.75,618.5250000000001,-346.05000000000007,68.75,0
296,0,25.0,597.0625,4.0,897.605,-300.5425,21.0,0
297,0,25.0,597.0625,51.25,507.27250000000004,89.78999999999996,-26.25,1
298,0,197.25,13.46,122.0,244.42,-230.95999999999998,75.25,0
299,0,154.25,127.60249999999999,141.75,148.825,-21.222499999999997,12.5,1
300,1,144.5,141.175,174.0,73.61,67.56500000000001,-29.5,0
301,1,166.75,83.5525,174.0,73.61,9.942499999999995,-7.25,0
302,1,144.5,141.175,143.75,149.79,-8.61499999999998,0.75,0
303,1,166.75,83.5525,143.75,149.79,-66.2375,23.0,0
304,1,174.0,73.61,143.75,149.79,-76.17999999999999,30.25,0
305,1,180.5,75.3975,143.75,149.79,-74.3925,36.75,1
306,1,166.75,83.5525,144.5,141.175,-57.62250000000002,22.25,1
307,0,161.75,92.53,180.5,75.3975,17.132500000000007,-18.75,0
308,0,161.75,92.53,180.5,75.3975,17.132500000000007,-18.75,1
309,1,177.25,57.99249999999999,180.5,75.3975,-17.405,-3.25,0
310,1,199.75,6.07,180.5,75.3975,-69.32749999999999,19.25,0
311,0,161.75,92.53,199.75,6.07,86.46000000000001,-38.0,1
312,1,177.25,57.99249999999999,199.75,6.07,51.92249999999999,-22.5,1
313,0,161.75,92.53,177.25,57.99249999999999,34.53750000000001,-15.5,1
314,0,161.75,92.53,166.75,83.5525,8.977500000000006,-5.0,1
315,0,136.41666666666666,177.085,25.416666666666668,531.5633333333334,-354.47833333333335,110.99999999999999,0
316,0,115.08333333333333,255.22583333333333,25.416666666666668,531.5633333333334,-276.3375000000001,89.66666666666666,1
317,0,126.58333333333333,200.08333333333334,25.416666666666668,531.5633333333334,-331.48,101.16666666666666,0
318,0,17.833333333333332,711.9699999999999,25.416666666666668,531.5633333333334,180.40666666666652,-7.583333333333336,0
319,0,136.41666666666666,177.085,150.25,129.04833333333335,48.03666666666666,-13.833333333333343,1
320,1,135.91666666666666,165.32583333333332,150.25,129.04833333333335,36.277499999999975,-14.333333333333343,0
321,1,137.91666666666666,181.32416666666666,150.25,129.04833333333335,52.27583333333331,-12.333333333333343,1
322,1,117.66666666666667,230.25750000000002,150.25,129.04833333333335,101.20916666666668,-32.58333333333333,0
323,0,156.5,109.96916666666668,150.25,129.04833333333335,-19.079166666666666,6.25,1
324,0,136.41666666666666,177.085,174.5,73.61083333333333,103.47416666666668,-38.08333333333334,1
325,1,150.25,129.04833333333335,174.5,73.61083333333333,55.437500000000014,-24.25,1
326,1,117.66666666666667,230.25750000000002,174.5,73.61083333333333,156.6466666666667,-56.83333333333333,0
327,0,136.41666666666666,177.085,117.66666666666667,230.25750000000002,-53.172500000000014,18.749999999999986,1
328,0,136.41666666666666,177.085,155.5,96.45916666666666,80.62583333333335,-19.083333333333343,1
329,0,136.41666666666666,177.085,156.5,109.96916666666668,67.11583333333333,-20.083333333333343,1
330,1,79.66666666666667,343.1033333333333,156.5,109.96916666666668,233.1341666666666,-76.83333333333333,1
331,0,150.25,129.04833333333335,156.5,109.96916666666668,19.079166666666666,-6.25,0
332,1,155.0,89.40249999999999,156.5,109.96916666666668,-20.56666666666669,-1.5,1
333,0,155.5,96.45916666666666,156.5,109.96916666666668,-13.51000000000002,-1.0,0
334,0,108.08333333333333,278.25666666666666,48.666666666666664,423.49,-145.23333333333335,59.416666666666664,1
335,0,91.5,335.08166666666665,48.666666666666664,423.49,-88.40833333333336,42.833333333333336,0
336,0,99.58333333333333,280.87333333333333,48.666666666666664,423.49,-142.61666666666667,50.916666666666664,0
337,0,108.08333333333333,278.25666666666666,66.83333333333333,302.6991666666667,-24.442500000000052,41.25,1
338,1,48.666666666666664,423.49,66.83333333333333,302.6991666666667,120.7908333333333,-18.166666666666664,1
339,0,88.08333333333333,313.6975,66.83333333333333,302.6991666666667,10.998333333333278,21.25,0
340,0,108.08333333333333,278.25666666666666,43.25,527.535,-249.2783333333333,64.83333333333333,0
341,1,66.83333333333333,302.6991666666667,43.25,527.535,-224.83583333333326,23.58333333333333,0
342,1,48.666666666666664,423.49,43.25,527.535,-104.04499999999996,5.416666666666664,0
343,0,106.91666666666667,226.96,43.25,527.535,-300.57499999999993,63.66666666666667,0
344,0,88.08333333333333,313.6975,43.25,527.535,-213.83749999999998,44.83333333333333,1
345,0,108.08333333333333,278.25666666666666,62.583333333333336,385.14166666666665,-106.88499999999999,45.49999999999999,0
346,0,68.5,337.8525,62.583333333333336,385.14166666666665,-47.28916666666663,5.916666666666664,0
347,0,66.83333333333333,302.6991666666667,116.08333333333333,225.37,77.32916666666671,-49.25,1
348,0,120.0,242.13,116.08333333333333,225.37,16.75999999999999,3.9166666666666714,0
349,0,203.5,0.86,116.08333333333333,225.37,-224.51,87.41666666666667,1
350,1,82.66666666666667,284.115,82.16666666666667,343.4683333333333,-59.353333333333296,0.5,0
351,1,106.91666666666667,226.96,82.16666666666667,343.4683333333333,-116.5083333333333,24.75,0
352,0,116.08333333333333,225.37,82.16666666666667,343.4683333333333,-118.0983333333333,33.91666666666666,0
353,0,101.08333333333333,239.5625,82.16666666666667,343.4683333333333,-103.9058333333333,18.916666666666657,1
354,0,82.66666666666667,284.115,100.91666666666667,306.2941666666666,-22.179166666666617,-18.25,0
355,0,88.08333333333333,313.6975,100.91666666666667,306.2941666666666,7.403333333333364,-12.833333333333343,1
356,0,82.66666666666667,284.115,91.5,335.08166666666665,-50.96666666666664,-8.833333333333329,1
357,0,48.75,532.1816666666667,91.5,335.08166666666665,197.10000000000008,-42.75,0
358,0,122.5,225.735,91.5,335.08166666666665,-109.34666666666664,31.0,1
359,0,161.25,113.67500000000001,106.91666666666667,226.96,-113.285,54.33333333333333,0
360,1,43.25,527.535,106.91666666666667,226.96,300.57499999999993,-63.66666666666667,1
361,1,135.75,174.40833333333333,106.91666666666667,226.96,-52.55166666666668,28.83333333333333,1
362,1,124.41666666666667,241.39083333333335,106.91666666666667,226.96,14.43083333333334,17.5,0
363,1,190.75,40.8075,106.91666666666667,226.96,-186.1525,83.83333333333333,0
364,0,48.75,532.1816666666667,116.16666666666667,156.06333333333333,376.1183333333334,-67.41666666666667,1
365,0,100.91666666666667,306.2941666666666,116.16666666666667,156.06333333333333,150.2308333333333,-15.25,1
366,0,68.5,337.8525,116.16666666666667,156.06333333333333,181.7891666666667,-47.66666666666667,1
367,0,48.75,532.1816666666667,67.0,355.94166666666666,176.24000000000007,-18.25,1
